dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	successive_ss_avg	successive_ss_std	piA_avg	piA_std	piB_avg	piB_std	pearson_r_pi	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	pearson_r_theta	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	minDivAB_avg	minDivAB_std	maxDivAB_avg	maxDivAB_std	Gmin_avg	Gmin_std	Gmax_avg	Gmax_std	FST_avg	FST_std	pearson_r_divAB_netDivAB	pearson_r_divAB_FST	pearson_r_netDivAB_FST	ss_sf	ss_noSf	noSs_sf	noSs_noSf
737	242.02000	24.61787	55.13000	13.86698	92.09000	19.28372	94.13000	17.99759	0.67000	1.56240	0.09000	0.34914	0.02590	0.00736	0.02675	0.00689	-0.14898	0.02615	0.00548	0.02672	0.00517	-0.09628	-0.07153	0.58139	-0.01776	0.51258	0.10723	0.01327	0.08091	0.01294	0.09420	0.01300	0.12133	0.01361	0.87719	0.03404	1.13387	0.04659	0.61097	0.05879	0.93730	0.40359	0.69475	28.00000	0.00000	72.00000	0.00000
738	187.09000	19.69878	0.09000	0.63396	73.19000	13.12379	69.90000	14.29021	43.91000	13.77976	3.04000	1.51605	0.03081	0.00696	0.03016	0.00647	0.44084	0.03301	0.00539	0.03208	0.00524	0.28343	-0.29542	0.44205	-0.25801	0.44085	0.03726	0.00694	0.00678	0.00337	0.01513	0.00418	0.05916	0.01074	0.41056	0.10286	1.59661	0.17081	0.10229	0.04455	0.57856	0.22393	0.90958	2.00000	98.00000	0.00000	0.00000
739	273.31000	23.50689	48.42000	10.12045	174.14000	22.65128	50.73000	11.21415	0.02000	0.19900	0.00000	0.00000	0.04719	0.00743	0.01445	0.00425	0.07003	0.04909	0.00637	0.01430	0.00317	-0.07696	-0.16376	0.33379	0.00623	0.61125	0.10383	0.01096	0.07301	0.01077	0.09128	0.01055	0.11697	0.01151	0.87859	0.02641	1.12794	0.03558	0.54780	0.05489	0.91783	0.44453	0.76168	1.00000	0.00000	99.00000	0.00000
740	198.75000	22.33355	125.07000	19.49782	42.83000	11.32612	30.85000	9.94422	0.00000	0.00000	0.00000	0.00000	0.01210	0.00387	0.00868	0.00346	-0.00259	0.01207	0.00319	0.00870	0.00280	0.00253	-0.00567	0.59291	-0.02557	0.73363	0.14501	0.01946	0.13462	0.01936	0.13815	0.01942	0.15257	0.01963	0.95196	0.01743	1.05301	0.01488	0.86796	0.03296	0.99108	0.40664	0.52376	0.00000	0.00000	100.00000	0.00000
741	213.88000	25.30268	7.07000	6.82826	45.86000	12.17951	145.25000	20.10939	15.70000	10.62685	1.60000	1.31149	0.01904	0.00765	0.04341	0.00698	0.25302	0.01735	0.00567	0.04537	0.00602	0.22419	0.33061	0.75502	-0.18024	0.34464	0.05965	0.01144	0.02842	0.00962	0.03958	0.01038	0.07987	0.01371	0.66098	0.09908	1.34822	0.12120	0.31570	0.07984	0.86237	0.47488	0.84890	83.00000	12.00000	5.00000	0.00000
742	288.97000	26.19025	36.46000	10.06719	92.42000	16.94413	159.80000	20.20000	0.29000	0.71127	0.01000	0.09950	0.02588	0.00637	0.04313	0.00693	0.18631	0.02613	0.00482	0.04512	0.00573	0.19319	-0.06128	0.50600	-0.19055	0.30288	0.09980	0.00995	0.06529	0.00970	0.08574	0.00942	0.11462	0.01126	0.85887	0.03236	1.14933	0.03820	0.49256	0.05730	0.86425	0.35766	0.77663	18.00000	0.00000	82.00000	0.00000
743	229.45000	24.00724	51.29000	15.19822	68.94000	15.88951	108.52000	22.54971	0.70000	1.45945	0.09000	0.40237	0.02025	0.00705	0.03091	0.00772	-0.19078	0.01963	0.00459	0.03079	0.00637	-0.18633	0.05232	0.68124	0.00180	0.45316	0.10125	0.01557	0.07567	0.01558	0.08777	0.01577	0.11492	0.01619	0.86410	0.03889	1.13823	0.05223	0.59956	0.06704	0.95436	0.58175	0.79533	30.00000	0.00000	70.00000	0.00000
744	257.66000	26.95671	3.78000	5.21072	79.87000	14.39976	147.90000	22.85979	26.11000	12.12757	2.21000	1.19411	0.03147	0.00804	0.04694	0.00818	0.25269	0.02987	0.00579	0.04905	0.00698	0.18505	0.19400	0.53364	-0.18422	0.32898	0.06502	0.01092	0.02582	0.00922	0.04305	0.00956	0.08697	0.01297	0.65868	0.07501	1.34543	0.09877	0.25049	0.07315	0.80985	0.50290	0.90777	71.00000	29.00000	0.00000	0.00000
745	222.80000	23.50149	67.46000	18.76988	31.60000	8.62322	123.67000	25.54175	0.07000	0.38092	0.02000	0.19900	0.00913	0.00308	0.03630	0.01010	-0.09312	0.00893	0.00246	0.03488	0.00719	-0.10234	0.05556	0.68301	0.13002	0.56519	0.11264	0.01756	0.08992	0.01780	0.10115	0.01766	0.12477	0.01804	0.89582	0.04110	1.11054	0.04042	0.66689	0.07403	0.95787	0.53455	0.75061	4.00000	0.00000	96.00000	0.00000
746	254.95000	28.75252	0.00000	0.00000	49.80000	12.50600	51.41000	12.45158	153.74000	26.44338	11.32000	4.06172	0.05841	0.01085	0.05849	0.01029	0.82111	0.05737	0.00804	0.05783	0.00816	0.73527	0.05892	0.37676	0.03824	0.34578	0.05999	0.01006	0.00154	0.00162	0.00202	0.00319	0.10236	0.01568	0.03396	0.05301	1.71455	0.12919	0.01375	0.01484	0.06631	-0.09608	0.97610	0.00000	100.00000	0.00000	0.00000
747	59.58000	9.51229	0.00000	0.00000	27.97000	7.45179	15.82000	3.93289	15.79000	6.74581	2.09000	1.44288	0.00964	0.00307	0.00833	0.00293	0.63807	0.01233	0.00260	0.00891	0.00223	0.44530	-0.91059	0.54945	-0.31046	0.59944	0.00973	0.00295	0.00075	0.00066	0.00080	0.00073	0.02040	0.00538	0.08120	0.07356	2.14316	0.31834	0.04014	0.03124	0.45236	0.16638	0.92868	0.00000	100.00000	0.00000	0.00000
748	146.73000	16.64143	2.90000	2.38956	78.32000	11.96903	64.61000	10.95618	0.90000	1.51987	0.02000	0.14000	0.02010	0.00340	0.01707	0.00365	0.08598	0.02233	0.00346	0.01847	0.00317	0.11891	-0.39727	0.37833	-0.31099	0.42431	0.03236	0.00417	0.01378	0.00314	0.02233	0.00409	0.04334	0.00503	0.68754	0.07287	1.34342	0.08050	0.27537	0.05054	0.78228	0.33056	0.84128	35.00000	5.00000	53.00000	7.00000
749	173.79000	26.47614	17.06000	8.28592	154.24000	27.17798	2.49000	1.75211	0.00000	0.00000	0.00000	0.00000	0.04440	0.00940	0.00071	0.00065	0.10558	0.04348	0.00766	0.00070	0.00049	0.01874	0.07766	0.42801	-0.01888	0.96008	0.06050	0.01237	0.03795	0.01083	0.04321	0.01308	0.07847	0.01437	0.71000	0.13330	1.30881	0.13341	0.45977	0.08241	0.92480	0.46433	0.75673	0.00000	0.00000	100.00000	0.00000
750	274.64000	33.39057	3.49000	3.80656	63.50000	15.67514	171.01000	29.33684	36.64000	18.34640	2.96000	1.97949	0.03112	0.01133	0.05734	0.00964	0.28754	0.02823	0.00827	0.05853	0.00857	0.20859	0.34417	0.66317	-0.08625	0.31861	0.07290	0.01319	0.02866	0.00963	0.04550	0.01129	0.10043	0.01729	0.62404	0.10053	1.38370	0.11211	0.24946	0.06858	0.77014	0.29318	0.82787	72.00000	27.00000	1.00000	0.00000
751	191.39000	22.70942	21.39000	8.59173	135.95000	20.56617	33.57000	9.97222	0.48000	1.51974	0.07000	0.25515	0.03634	0.00646	0.00945	0.00351	0.10502	0.03846	0.00582	0.00960	0.00298	0.07101	-0.22818	0.36810	-0.08476	0.68121	0.06217	0.00990	0.03928	0.00908	0.04993	0.00982	0.07504	0.01066	0.80023	0.06407	1.21161	0.06384	0.46554	0.06868	0.92193	0.51886	0.80364	16.00000	0.00000	84.00000	0.00000
752	248.07000	23.45389	32.64000	10.21227	137.58000	18.19076	77.48000	15.96025	0.37000	0.89056	0.05000	0.25981	0.03786	0.00578	0.02176	0.00516	0.25877	0.03888	0.00511	0.02194	0.00454	0.09399	-0.10446	0.37224	-0.03371	0.46815	0.08809	0.00959	0.05828	0.00980	0.07511	0.00986	0.10131	0.01015	0.85148	0.04215	1.15197	0.04401	0.49973	0.06250	0.89990	0.50112	0.82673	20.00000	0.00000	80.00000	0.00000
753	205.47000	18.13475	0.08000	0.39192	94.28000	12.68233	91.05000	11.31669	20.06000	8.66813	1.32000	0.99880	0.02670	0.00465	0.02625	0.00428	0.40184	0.03223	0.00442	0.03132	0.00377	0.27845	-0.70565	0.36341	-0.66804	0.33574	0.03390	0.00527	0.00742	0.00280	0.01874	0.00406	0.05004	0.00778	0.55208	0.08240	1.48065	0.11208	0.12446	0.03839	0.73276	0.41380	0.91392	5.00000	95.00000	0.00000	0.00000
754	172.33000	23.83529	43.55000	13.45167	57.89000	14.02490	70.56000	18.22269	0.33000	1.12299	0.02000	0.14000	0.01607	0.00491	0.02006	0.00679	0.00732	0.01641	0.00401	0.01998	0.00525	0.17007	-0.09881	0.59801	-0.02404	0.56902	0.07937	0.01364	0.06130	0.01327	0.06857	0.01363	0.09055	0.01436	0.86106	0.04491	1.14450	0.05245	0.63273	0.07512	0.95157	0.43953	0.69007	15.00000	0.00000	85.00000	0.00000
755	221.72000	29.65201	0.00000	0.00000	89.21000	22.08497	28.54000	10.59568	103.97000	25.46152	8.26000	3.31246	0.05495	0.00925	0.04473	0.01092	0.73721	0.05445	0.00820	0.03735	0.00802	0.56011	0.04021	0.34512	0.81957	0.59079	0.05729	0.01101	0.00745	0.00407	0.00943	0.00868	0.09298	0.01743	0.15890	0.12966	1.63005	0.14045	0.07065	0.03397	0.55075	0.25297	0.93624	0.00000	100.00000	0.00000	0.00000
756	234.01000	22.32734	116.28000	20.05197	83.15000	15.90307	34.58000	10.41555	0.00000	0.00000	0.00000	0.00000	0.02325	0.00586	0.00974	0.00379	0.02766	0.02344	0.00448	0.00975	0.00294	0.05991	-0.05616	0.55624	-0.06433	0.72327	0.14790	0.01837	0.13140	0.01899	0.13882	0.01840	0.15774	0.01870	0.93772	0.02096	1.06753	0.02021	0.80114	0.04940	0.98266	0.55800	0.69939	0.00000	0.00000	100.00000	0.00000
757	219.13000	20.92828	67.12000	14.44249	124.75000	21.72251	27.26000	7.63233	0.00000	0.00000	0.00000	0.00000	0.03545	0.00770	0.00747	0.00258	-0.00208	0.03516	0.00612	0.00768	0.00215	-0.06204	0.02124	0.42797	-0.13396	0.67638	0.10680	0.01267	0.08535	0.01316	0.09677	0.01287	0.11778	0.01300	0.90489	0.02838	1.10426	0.03389	0.66959	0.05977	0.95139	0.49597	0.73703	0.00000	0.00000	100.00000	0.00000
758	206.56000	22.03920	59.09000	12.78679	12.40000	4.42041	135.07000	19.47165	0.00000	0.00000	0.00000	0.00000	0.00364	0.00168	0.03803	0.00718	-0.03675	0.00350	0.00125	0.03807	0.00549	0.19254	0.11176	0.88941	-0.01172	0.40953	0.09799	0.01321	0.07716	0.01280	0.08824	0.01318	0.10833	0.01358	0.89929	0.03327	1.10728	0.03593	0.65329	0.05331	0.96093	0.48949	0.70857	0.00000	0.00000	100.00000	0.00000
759	272.28000	26.47341	0.90000	1.76352	108.73000	15.37066	116.39000	20.68134	46.26000	16.78846	2.74000	1.10109	0.04428	0.00874	0.04594	0.00877	0.24201	0.04369	0.00722	0.04585	0.00711	0.25400	0.04900	0.38940	-0.00127	0.39140	0.06550	0.00903	0.02039	0.00638	0.03890	0.00809	0.09183	0.01316	0.59356	0.08882	1.40534	0.10680	0.18830	0.05445	0.64817	0.30301	0.91668	33.00000	67.00000	0.00000	0.00000
760	105.75000	13.96451	0.00000	0.00000	41.43000	8.56534	51.57000	9.43955	12.75000	6.10962	1.12000	1.02255	0.01310	0.00319	0.01465	0.00306	0.49684	0.01527	0.00313	0.01813	0.00302	0.29361	-0.57426	0.46550	-0.78264	0.39762	0.01700	0.00345	0.00313	0.00140	0.00652	0.00231	0.02830	0.00537	0.37894	0.09827	1.67755	0.16123	0.10241	0.03833	0.67943	0.34552	0.91172	0.00000	100.00000	0.00000	0.00000
761	202.85000	25.13101	9.54000	6.28398	135.71000	21.57002	51.98000	12.57615	5.62000	7.28942	0.60000	0.84853	0.03707	0.00706	0.01677	0.00573	0.13629	0.03984	0.00638	0.01624	0.00459	0.11227	-0.29439	0.32338	0.09154	0.59756	0.05588	0.00999	0.02896	0.00799	0.04102	0.00799	0.07120	0.01137	0.73464	0.06443	1.28129	0.08911	0.35340	0.06698	0.87805	0.45124	0.81707	71.00000	3.00000	26.00000	0.00000
762	275.72000	30.07593	26.81000	12.91022	100.51000	23.58792	138.52000	22.98412	9.88000	7.99660	1.27000	1.34800	0.03273	0.01022	0.04403	0.01010	0.04455	0.03112	0.00779	0.04183	0.00697	0.03179	0.17146	0.58110	0.18818	0.45613	0.09954	0.01492	0.06116	0.01354	0.07929	0.01547	0.12073	0.01765	0.79304	0.07254	1.21578	0.07207	0.44903	0.07566	0.87128	0.38649	0.78424	95.00000	0.00000	5.00000	0.00000
763	199.75000	19.49429	0.73000	1.52220	80.33000	11.82713	112.04000	13.21660	6.65000	5.01074	0.46000	0.71302	0.02218	0.00398	0.02683	0.00376	0.32700	0.02452	0.00385	0.03346	0.00414	0.22468	-0.38680	0.36091	-0.81165	0.27565	0.03518	0.00512	0.01068	0.00302	0.02277	0.00460	0.04853	0.00644	0.64422	0.06691	1.38514	0.09709	0.18128	0.03914	0.82021	0.46192	0.87992	32.00000	62.00000	3.00000	3.00000
764	247.04000	24.42700	19.70000	8.43860	149.46000	20.04366	75.97000	13.57973	1.91000	2.67617	0.21000	0.53470	0.04111	0.00661	0.02188	0.00532	0.06762	0.04267	0.00577	0.02195	0.00421	0.10441	-0.15171	0.33519	-0.02720	0.50022	0.07519	0.00943	0.04369	0.00890	0.06138	0.00883	0.09002	0.01098	0.81543	0.04419	1.19895	0.05168	0.41447	0.06068	0.88733	0.49934	0.83834	53.00000	0.00000	47.00000	0.00000
765	57.11000	12.30845	1.03000	1.91549	32.84000	10.40934	17.20000	6.40625	6.04000	6.24647	0.92000	1.37608	0.01080	0.00388	0.00701	0.00385	0.29095	0.01096	0.00315	0.00655	0.00292	0.19123	-0.07564	0.60217	0.15708	0.87960	0.01605	0.00528	0.00714	0.00380	0.00710	0.00401	0.02543	0.00710	0.43497	0.16809	1.62337	0.28901	0.28995	0.10929	0.81372	0.29998	0.76249	28.00000	55.00000	12.00000	5.00000
766	178.67000	19.69419	102.36000	17.04319	68.14000	17.95607	8.17000	4.21202	0.00000	0.00000	0.00000	0.00000	0.01895	0.00547	0.00232	0.00157	-0.10965	0.01921	0.00506	0.00230	0.00119	-0.17061	-0.05904	0.52900	-0.09339	0.97278	0.12295	0.01574	0.11232	0.01599	0.11692	0.01595	0.13019	0.01604	0.95012	0.01846	1.05967	0.02237	0.84279	0.04141	0.98496	0.42572	0.57427	0.00000	0.00000	100.00000	0.00000
767	245.94000	21.64847	46.69000	7.86345	20.72000	7.19733	178.53000	21.61733	0.00000	0.00000	0.00000	0.00000	0.00577	0.00245	0.04732	0.00630	-0.01498	0.00584	0.00203	0.05032	0.00609	0.04987	-0.08827	0.71332	-0.24358	0.27931	0.09244	0.00779	0.06589	0.00766	0.08169	0.00830	0.10412	0.00830	0.88297	0.03274	1.12750	0.04007	0.55983	0.04642	0.90547	0.38133	0.73662	0.00000	0.00000	100.00000	0.00000
768	270.84000	29.80930	6.13000	6.75227	80.06000	16.33145	158.82000	24.11654	25.83000	14.62194	2.17000	1.50370	0.03192	0.00976	0.05210	0.00957	0.15212	0.02985	0.00736	0.05205	0.00772	0.21179	0.24162	0.56675	-0.00775	0.34260	0.07536	0.01405	0.03335	0.01106	0.05163	0.01305	0.09870	0.01746	0.68139	0.08635	1.31433	0.08989	0.28710	0.06510	0.85570	0.46825	0.84604	84.00000	15.00000	1.00000	0.00000
769	244.60000	24.66495	14.41000	7.62639	95.90000	16.90651	129.97000	18.19201	4.32000	3.90097	0.37000	0.87926	0.02827	0.00635	0.03655	0.00636	0.17224	0.02825	0.00511	0.03785	0.00555	0.09039	-0.00841	0.45358	-0.14472	0.35495	0.07346	0.01008	0.04105	0.00906	0.05764	0.00891	0.08929	0.01198	0.78448	0.05092	1.21712	0.05468	0.39250	0.06410	0.87593	0.46701	0.83115	90.00000	0.00000	10.00000	0.00000
770	191.45000	23.33040	109.38000	19.16130	39.42000	10.30648	42.65000	11.00034	0.00000	0.00000	0.00000	0.00000	0.01124	0.00403	0.01220	0.00391	0.20150	0.01111	0.00291	0.01202	0.00310	0.15962	-0.01614	0.68246	0.02527	0.60243	0.13117	0.01961	0.11945	0.01924	0.12360	0.01939	0.13952	0.01980	0.94145	0.01939	1.06512	0.02040	0.83803	0.04097	0.98764	0.37038	0.50974	0.00000	0.00000	100.00000	0.00000
771	205.37000	26.80771	38.45000	9.35454	165.70000	24.18987	1.22000	1.05432	0.00000	0.00000	0.00000	0.00000	0.04427	0.00739	0.00035	0.00039	0.11616	0.04671	0.00682	0.00034	0.00030	0.10649	-0.21430	0.33722	0.00164	0.81379	0.07668	0.01183	0.05437	0.01064	0.06735	0.01115	0.08684	0.01270	0.87738	0.03919	1.13464	0.04665	0.55361	0.05874	0.95065	0.43842	0.69194	0.00000	0.00000	100.00000	0.00000
772	306.46000	28.93248	84.22000	20.44191	88.95000	18.64853	133.07000	21.79369	0.22000	0.84356	0.00000	0.00000	0.02539	0.00658	0.03758	0.00830	0.14780	0.02513	0.00528	0.03757	0.00615	0.03479	0.02226	0.45571	-0.02342	0.45786	0.14541	0.01849	0.11393	0.01885	0.13130	0.01869	0.16007	0.01906	0.90157	0.02971	1.10227	0.02731	0.64793	0.06204	0.95412	0.52102	0.75075	10.00000	0.00000	90.00000	0.00000
773	238.94000	24.49809	35.62000	12.19654	12.87000	5.05303	190.45000	24.45624	0.00000	0.00000	0.00000	0.00000	0.00368	0.00176	0.05376	0.00829	-0.17380	0.00363	0.00142	0.05368	0.00689	-0.09598	0.00690	0.70359	0.00414	0.34365	0.08879	0.01304	0.06007	0.01257	0.07303	0.01296	0.10507	0.01433	0.82039	0.05794	1.18720	0.07103	0.51411	0.06542	0.94972	0.63189	0.84018	0.00000	0.00000	100.00000	0.00000
774	291.84000	24.81238	60.93000	10.80672	187.54000	22.74749	43.33000	10.30733	0.04000	0.24166	0.01000	0.09950	0.05072	0.00690	0.01202	0.00320	-0.01117	0.05287	0.00642	0.01222	0.00291	-0.04750	-0.16572	0.30316	-0.05801	0.56284	0.11813	0.01150	0.08676	0.01086	0.10483	0.01098	0.13141	0.01176	0.88714	0.02816	1.11371	0.03246	0.58576	0.04252	0.94427	0.44432	0.71363	3.00000	0.00000	97.00000	0.00000
775	210.04000	23.79703	21.94000	8.44254	54.01000	12.70944	133.39000	21.42144	0.70000	1.50000	0.07000	0.29172	0.01527	0.00491	0.03594	0.00658	0.07200	0.01542	0.00378	0.03780	0.00600	0.00851	-0.07359	0.64530	-0.20572	0.32598	0.06778	0.00908	0.04217	0.00832	0.05606	0.00916	0.08078	0.01035	0.82526	0.04796	1.19429	0.06097	0.45735	0.06597	0.88454	0.38525	0.76841	29.00000	0.00000	71.00000	0.00000
776	229.24000	26.17064	100.05000	18.92901	79.54000	17.35017	49.65000	11.96610	0.00000	0.00000	0.00000	0.00000	0.02256	0.00651	0.01409	0.00421	0.01511	0.02242	0.00489	0.01399	0.00337	-0.10684	-0.00361	0.59319	-0.00071	0.60187	0.13552	0.01989	0.11720	0.01944	0.12601	0.01958	0.14622	0.02026	0.92893	0.02199	1.08051	0.02902	0.76466	0.04820	0.98055	0.41783	0.58574	0.00000	0.00000	100.00000	0.00000
777	136.57000	17.87582	57.74000	11.78102	3.53000	2.21565	75.30000	14.59966	0.00000	0.00000	0.00000	0.00000	0.00098	0.00076	0.02150	0.00547	-0.01732	0.00099	0.00062	0.02122	0.00412	-0.00306	-0.07667	0.93465	0.03767	0.59094	0.07981	0.01232	0.06857	0.01177	0.07352	0.01195	0.08665	0.01263	0.92039	0.02780	1.08757	0.03797	0.75681	0.05236	0.97491	0.30409	0.50555	0.00000	0.00000	100.00000	0.00000
778	200.15000	22.69290	20.17000	11.26593	66.81000	17.29607	108.65000	21.47155	4.52000	5.40274	0.58000	0.98163	0.02070	0.00717	0.03246	0.00759	-0.13476	0.02011	0.00564	0.03190	0.00634	-0.09023	0.07748	0.54961	0.06194	0.46652	0.07052	0.01225	0.04395	0.01212	0.05608	0.01198	0.08587	0.01356	0.79171	0.06378	1.22307	0.07157	0.45474	0.08736	0.92069	0.60507	0.86330	71.00000	0.00000	29.00000	0.00000
779	294.16000	24.09843	2.75000	3.37454	131.68000	15.31397	136.29000	17.13668	23.44000	10.50744	1.60000	1.03923	0.04222	0.00707	0.04209	0.00753	0.15987	0.04372	0.00551	0.04502	0.00574	0.18392	-0.14806	0.37087	-0.27958	0.36790	0.06834	0.00966	0.02618	0.00785	0.04799	0.00876	0.08942	0.01108	0.69984	0.05943	1.31404	0.08137	0.23979	0.05853	0.81777	0.53751	0.91942	64.00000	36.00000	0.00000	0.00000
780	178.78000	22.49470	9.02000	6.68727	94.13000	18.18057	67.70000	13.20265	7.93000	7.07001	1.05000	1.22780	0.02900	0.00754	0.02202	0.00607	0.10826	0.02877	0.00596	0.02132	0.00466	0.18421	0.01155	0.45934	0.12065	0.59445	0.05422	0.00874	0.02871	0.00771	0.03910	0.00802	0.07013	0.01096	0.72027	0.08055	1.29821	0.09148	0.36567	0.08085	0.81569	0.37421	0.83601	85.00000	3.00000	12.00000	0.00000
781	182.62000	27.62961	0.00000	0.00000	75.38000	19.04037	25.81000	9.36023	81.43000	21.87705	6.64000	2.41462	0.04326	0.00849	0.03527	0.00920	0.65463	0.04420	0.00756	0.03023	0.00710	0.58657	-0.09063	0.37988	0.70280	0.68163	0.04557	0.00875	0.00631	0.00388	0.00825	0.00622	0.07641	0.01540	0.18120	0.13683	1.68586	0.19842	0.07736	0.04756	0.39464	0.07675	0.93574	0.00000	100.00000	0.00000	0.00000
782	285.96000	26.23430	3.91000	3.69891	149.17000	17.40578	126.29000	17.37717	6.59000	3.88612	0.40000	0.58310	0.03924	0.00525	0.03472	0.00542	0.21923	0.04390	0.00517	0.03745	0.00525	0.20255	-0.43533	0.30035	-0.29438	0.33262	0.06241	0.00742	0.02543	0.00603	0.04644	0.00695	0.07866	0.00879	0.74287	0.04929	1.26286	0.05999	0.25965	0.05011	0.82731	0.49224	0.89305	78.00000	17.00000	5.00000	0.00000
783	318.39000	26.08789	12.68000	6.89620	158.27000	19.35038	142.25000	21.50413	5.19000	3.84108	0.36000	0.57480	0.04379	0.00607	0.04007	0.00769	0.07965	0.04607	0.00570	0.04156	0.00642	-0.08101	-0.20240	0.29128	-0.16180	0.33656	0.08430	0.01098	0.04238	0.00912	0.06801	0.01012	0.10170	0.01268	0.80582	0.04403	1.20824	0.05059	0.33979	0.05250	0.88816	0.51881	0.84946	94.00000	0.00000	6.00000	0.00000
784	198.23000	20.39552	9.12000	4.44360	136.51000	17.95355	52.44000	11.79603	0.16000	0.41761	0.01000	0.09950	0.03214	0.00448	0.01442	0.00419	0.06040	0.03852	0.00506	0.01483	0.00333	-0.00801	-0.67802	0.28290	-0.12775	0.62235	0.04578	0.00511	0.02251	0.00444	0.03441	0.00541	0.05767	0.00542	0.74894	0.05894	1.26419	0.07367	0.33152	0.05593	0.79029	0.35620	0.85139	14.00000	0.00000	86.00000	0.00000
785	113.86000	14.51828	29.20000	7.73046	77.18000	14.20942	7.48000	3.23877	0.00000	0.00000	0.00000	0.00000	0.02113	0.00471	0.00217	0.00116	0.02600	0.02175	0.00401	0.00211	0.00091	-0.06337	-0.12860	0.47148	0.04982	0.90154	0.05027	0.00799	0.03862	0.00771	0.04393	0.00797	0.05737	0.00835	0.87148	0.04069	1.14474	0.05351	0.62758	0.06877	0.95241	0.44300	0.68921	0.00000	0.00000	100.00000	0.00000
786	246.74000	19.54309	46.82000	11.45459	95.27000	15.98365	104.53000	16.19225	0.12000	0.38158	0.01000	0.09950	0.02695	0.00565	0.02955	0.00571	-0.04191	0.02689	0.00452	0.02950	0.00456	-0.13513	0.00588	0.46894	0.00074	0.42513	0.09986	0.01076	0.07161	0.01089	0.08799	0.01102	0.11303	0.01170	0.87995	0.03338	1.13282	0.03093	0.56393	0.05566	0.93410	0.53783	0.80185	10.00000	0.00000	90.00000	0.00000
787	116.75000	15.59383	8.51000	3.94587	8.62000	3.87758	99.62000	15.67213	0.00000	0.00000	0.00000	0.00000	0.00247	0.00136	0.02160	0.00380	-0.22121	0.00243	0.00109	0.02808	0.00442	-0.34580	0.03405	0.85641	-0.94123	0.32894	0.02657	0.00545	0.01454	0.00458	0.01886	0.00533	0.03462	0.00611	0.70074	0.09202	1.31340	0.09020	0.37591	0.07327	0.94483	0.67834	0.87149	0.00000	0.00000	100.00000	0.00000
788	185.16000	19.64928	0.16000	0.59532	78.76000	14.08270	77.61000	13.14146	28.63000	9.73617	2.19000	1.37619	0.02861	0.00616	0.02806	0.00542	0.13679	0.03027	0.00506	0.02995	0.00457	0.18698	-0.23940	0.39923	-0.26591	0.40561	0.03794	0.00675	0.00961	0.00435	0.01901	0.00456	0.05784	0.00989	0.50335	0.09418	1.53211	0.14122	0.14598	0.05079	0.77296	0.49605	0.92370	9.00000	91.00000	0.00000	0.00000
789	243.77000	26.84170	31.02000	11.29777	34.25000	9.02815	177.71000	26.74782	0.79000	2.60113	0.12000	0.47497	0.00989	0.00393	0.04802	0.00808	-0.00580	0.00988	0.00295	0.05031	0.00753	-0.00902	-0.04642	0.71393	-0.18824	0.31038	0.08277	0.01350	0.05381	0.01275	0.06818	0.01362	0.09837	0.01412	0.81993	0.05268	1.19380	0.06374	0.48421	0.07220	0.94322	0.59874	0.82617	15.00000	0.00000	85.00000	0.00000
790	273.69000	25.46986	56.50000	14.35514	166.41000	23.30455	50.70000	11.02679	0.08000	0.33705	0.00000	0.00000	0.04651	0.00819	0.01436	0.00437	-0.08729	0.04693	0.00657	0.01431	0.00312	-0.04875	-0.04562	0.35107	-0.02931	0.61365	0.11352	0.01484	0.08309	0.01450	0.09926	0.01527	0.12750	0.01483	0.87260	0.03738	1.12571	0.03817	0.58126	0.05728	0.95380	0.54909	0.77115	6.00000	0.00000	94.00000	0.00000
791	260.82000	26.75309	56.21000	15.41512	50.59000	13.68071	153.76000	23.85167	0.26000	0.80771	0.01000	0.09950	0.01473	0.00539	0.04412	0.00913	-0.00283	0.01433	0.00392	0.04341	0.00673	-0.04571	0.04798	0.69843	0.05143	0.45439	0.11258	0.01556	0.08316	0.01506	0.09847	0.01553	0.12794	0.01620	0.87313	0.04012	1.13910	0.04624	0.59015	0.06382	0.94080	0.45737	0.72970	14.00000	0.00000	86.00000	0.00000
792	224.63000	22.83797	75.67000	15.42145	108.65000	21.23976	40.26000	10.58737	0.05000	0.40927	0.01000	0.09950	0.03051	0.00754	0.01136	0.00453	-0.04803	0.03064	0.00599	0.01136	0.00304	-0.14971	-0.04139	0.45134	-0.05571	0.74541	0.11692	0.01555	0.09598	0.01542	0.10558	0.01539	0.12877	0.01616	0.90203	0.03262	1.10291	0.03691	0.70024	0.05667	0.96140	0.42154	0.65270	2.00000	0.00000	98.00000	0.00000
793	298.88000	33.63489	32.40000	12.66570	78.34000	18.54789	183.82000	30.25306	4.32000	5.65841	0.55000	1.00374	0.02383	0.00797	0.05324	0.01116	0.05724	0.02330	0.00607	0.05303	0.00867	0.06457	0.03379	0.52637	-0.00036	0.39698	0.10461	0.01396	0.06607	0.01244	0.08668	0.01396	0.12364	0.01560	0.82690	0.04837	1.18403	0.05070	0.46833	0.06570	0.86405	0.27778	0.72056	70.00000	0.00000	30.00000	0.00000
